"order_id","order_status","distance_to_customer","distance_rider_from_store","delivery_service_level","rider_arrived_at_pickup_time","order_ready_for_pickup_time","order_pickup_done_time","order_delivered_time"
2291901,20,6.22,3.01,3,2024-12-23 19:55:32.058 +0800,2024-12-23 16:08:03.976 +0800,2024-12-23 20:29:40.465 +0800,2024-12-23 20:54:43.503 +0800
2291902,20,13.09,5.12,3,2024-12-23 16:27:31.301 +0800,2024-12-23 14:51:21.902 +0800,2024-12-23 16:27:32.602 +0800,2024-12-23 17:44:19.431 +0800
2291904,20,5.08,3.57,1,2024-12-23 14:24:07.098 +0800,2024-12-23 14:01:08.289 +0800,2024-12-23 14:24:08.634 +0800,2024-12-23 14:39:16.565 +0800
2291906,30,4.95,3.49,,,,,
2291908,20,0.9,0.67,3,2024-12-23 17:07:08.844 +0800,2024-12-23 15:17:08.793 +0800,2024-12-23 17:07:09.954 +0800,2024-12-23 17:20:00.782 +0800
2291909,20,12.08,7.91,3,2024-12-23 15:46:04.412 +0800,2024-12-23 14:15:50.196 +0800,2024-12-23 15:46:15.846 +0800,2024-12-23 17:48:14.240 +0800
2291910,20,8.64,4.97,3,2024-12-23 15:31:10.554 +0800,2024-12-23 14:28:43.694 +0800,2024-12-23 15:31:12.455 +0800,2024-12-23 16:25:19.656 +0800
2291911,30,6.22,2.79,,,,,
2291912,20,5.61,4.59,3,2024-12-23 14:54:44.386 +0800,2024-12-23 14:21:30.181 +0800,2024-12-23 15:41:06.799 +0800,2024-12-23 16:04:33.103 +0800
2291914,20,4.99,3.16,2,2024-12-23 15:26:02.105 +0800,2024-12-23 14:55:07.643 +0800,2024-12-23 15:26:03.980 +0800,2024-12-23 15:35:40.389 +0800
2291915,20,5.19,1.94,2,2024-12-23 14:53:29.688 +0800,2024-12-23 14:37:24.333 +0800,2024-12-23 14:53:30.687 +0800,2024-12-23 15:07:17.455 +0800
2291916,20,6.74,3.48,3,2024-12-23 16:25:04.801 +0800,2024-12-23 15:10:19.981 +0800,2024-12-23 16:25:06.623 +0800,2024-12-23 17:23:44.271 +0800
2291917,20,4.87,3.08,2,2024-12-23 15:40:28.841 +0800,2024-12-23 14:21:53.846 +0800,2024-12-23 15:51:49.439 +0800,2024-12-23 16:12:40.263 +0800
2291918,20,6.49,4.05,3,2024-12-23 16:15:21.949 +0800,2024-12-23 14:41:20.427 +0800,2024-12-23 16:15:23.052 +0800,2024-12-23 17:10:42.226 +0800
2291919,20,4.79,2.09,3,2024-12-23 18:03:55.331 +0800,2024-12-23 17:38:36.278 +0800,2024-12-23 18:03:56.745 +0800,2024-12-23 18:26:26.317 +0800
2291922,20,6.64,4.64,3,2024-12-23 16:35:19.526 +0800,2024-12-23 16:17:17.847 +0800,2024-12-23 16:35:24.206 +0800,2024-12-23 17:13:47.086 +0800
2291923,20,11.08,5.11,3,2024-12-23 19:22:05.479 +0800,2024-12-23 19:13:46.333 +0800,2024-12-23 19:22:06.938 +0800,2024-12-23 21:25:39.500 +0800
2291924,30,2.35,1.89,,,,,
2291925,20,2.31,1.76,2,2024-12-23 15:59:11.766 +0800,2024-12-23 15:31:49.494 +0800,2024-12-23 15:59:14.896 +0800,2024-12-23 16:24:10.337 +0800
2291926,20,3.3,2.44,3,2024-12-23 15:41:02.404 +0800,2024-12-23 15:40:48.419 +0800,2024-12-23 15:41:03.258 +0800,2024-12-23 16:14:27.146 +0800
2291927,20,14.45,7.73,3,2024-12-23 17:11:02.773 +0800,2024-12-23 16:00:39.778 +0800,2024-12-23 17:11:03.692 +0800,2024-12-23 18:07:38.653 +0800
2291928,30,6.02,4.49,,,,,
2291930,20,1.75,1.41,2,2024-12-23 14:49:46.602 +0800,2024-12-23 14:19:16.633 +0800,2024-12-23 14:49:48.698 +0800,2024-12-23 14:59:26.704 +0800
2291931,20,4.2,4.09,2,2024-12-24 09:51:58.423 +0800,2024-12-24 09:36:39.130 +0800,2024-12-24 09:56:00.184 +0800,2024-12-24 10:11:26.057 +0800
2291932,20,5.78,3.34,2,2024-12-24 09:50:58.445 +0800,2024-12-24 09:19:32.076 +0800,2024-12-24 09:51:00.208 +0800,2024-12-24 10:14:00.944 +0800
2291933,20,6.34,3.49,3,,2024-12-23 14:18:55.404 +0800,2024-12-23 17:00:12.577 +0800,2024-12-23 17:33:00.633 +0800
2291935,20,4.12,2.14,2,2024-12-23 14:30:34.904 +0800,2024-12-23 14:37:12.071 +0800,2024-12-23 15:02:37.879 +0800,2024-12-23 15:02:41.275 +0800
2291936,20,8.73,4.86,3,2024-12-23 16:54:37.359 +0800,2024-12-23 16:28:26.761 +0800,2024-12-23 16:54:38.540 +0800,2024-12-23 17:20:48.514 +0800
2291938,20,6.46,4.69,2,2024-12-23 14:55:10.465 +0800,2024-12-23 14:18:15.004 +0800,2024-12-23 15:40:23.932 +0800,2024-12-23 15:47:27.969 +0800
2291940,20,3.0,0.85,2,2024-12-23 15:31:23.242 +0800,2024-12-23 15:05:18.550 +0800,2024-12-23 15:31:24.381 +0800,2024-12-23 15:42:23.906 +0800
2291941,30,5.94,3.9,,,,,
2291942,20,4.0,2.5,3,2024-12-23 16:52:00.979 +0800,2024-12-23 17:16:48.426 +0800,2024-12-23 17:17:06.238 +0800,2024-12-23 17:56:28.081 +0800
2291944,20,6.88,4.27,3,2024-12-23 16:27:15.428 +0800,2024-12-23 14:26:14.954 +0800,2024-12-23 16:27:16.366 +0800,2024-12-23 17:09:51.971 +0800
2291945,30,3.04,1.22,,,2024-12-23 16:25:26.431 +0800,,
2291946,20,5.08,2.37,3,2024-12-23 18:02:18.588 +0800,2024-12-23 14:44:54.371 +0800,2024-12-23 18:02:19.700 +0800,2024-12-23 18:38:50.471 +0800
2291948,20,6.76,1.29,3,2024-12-23 18:22:17.166 +0800,2024-12-23 17:43:44.400 +0800,2024-12-23 18:22:18.174 +0800,2024-12-23 18:35:36.438 +0800
2291950,20,5.03,2.3,3,2024-12-23 16:37:46.228 +0800,2024-12-23 15:54:09.195 +0800,2024-12-23 16:37:47.779 +0800,2024-12-23 17:13:35.510 +0800
2291951,20,4.55,2.46,3,2024-12-23 18:03:38.885 +0800,2024-12-23 15:09:07.849 +0800,2024-12-23 18:03:52.826 +0800,2024-12-23 18:18:14.542 +0800
2291952,20,3.15,2.49,3,2024-12-23 15:50:15.133 +0800,2024-12-23 14:52:54.733 +0800,2024-12-23 16:15:46.183 +0800,2024-12-23 16:26:46.925 +0800
2291954,20,,,,,2024-12-23 15:13:43.453 +0800,,
2291955,20,2.74,0.96,2,2024-12-23 15:55:42.366 +0800,2024-12-23 14:53:11.258 +0800,2024-12-23 15:55:44.310 +0800,2024-12-23 15:59:41.058 +0800
2291956,20,3.99,2.89,2,2024-12-23 14:54:46.936 +0800,2024-12-23 14:53:32.326 +0800,2024-12-23 14:54:49.013 +0800,2024-12-23 15:17:25.165 +0800
2291957,30,5.93,3.6,,,,,
2291958,20,5.0,3.16,3,2024-12-23 17:16:19.445 +0800,2024-12-23 14:34:27.971 +0800,2024-12-23 17:16:20.419 +0800,2024-12-23 17:33:13.615 +0800
2291959,30,9.59,4.39,,,,,
2291963,20,4.9,3.59,3,2024-12-23 18:10:52.870 +0800,2024-12-23 17:03:14.417 +0800,2024-12-23 18:10:54.011 +0800,2024-12-23 20:06:36.070 +0800
2291964,20,2.51,1.53,3,2024-12-23 15:53:19.064 +0800,2024-12-23 14:49:46.719 +0800,2024-12-23 15:54:34.069 +0800,2024-12-23 16:04:21.712 +0800
2291965,30,4.53,2.43,,,,,
2291966,20,11.63,4.18,3,2024-12-23 19:07:33.905 +0800,2024-12-23 19:07:16.428 +0800,2024-12-23 19:07:36.245 +0800,2024-12-23 19:27:21.509 +0800
2291967,20,3.43,2.02,3,2024-12-23 14:18:01.803 +0800,2024-12-23 15:07:42.925 +0800,2024-12-23 17:56:42.899 +0800,2024-12-23 18:09:19.322 +0800
2291968,20,8.82,4.4,3,2024-12-23 17:38:14.617 +0800,2024-12-23 17:02:53.363 +0800,2024-12-23 18:07:50.438 +0800,2024-12-23 18:19:38.861 +0800
2291969,20,8.63,4.21,3,2024-12-23 17:38:06.817 +0800,2024-12-23 14:52:22.777 +0800,2024-12-23 18:07:34.784 +0800,2024-12-23 18:19:32.397 +0800
2291970,20,6.56,4.29,3,2024-12-23 15:52:22.954 +0800,2024-12-23 14:24:25.641 +0800,2024-12-23 15:52:28.336 +0800,2024-12-23 16:16:46.486 +0800
2291972,30,3.65,1.89,,,,,
2291976,20,1.51,1.16,2,2024-12-23 14:46:11.112 +0800,2024-12-23 14:22:49.146 +0800,2024-12-23 15:10:31.042 +0800,2024-12-23 15:21:59.380 +0800
2291977,20,8.03,4.56,3,2024-12-23 17:04:28.736 +0800,2024-12-23 15:47:30.457 +0800,2024-12-23 17:04:31.122 +0800,2024-12-23 17:24:36.584 +0800
2291978,20,2.07,1.83,3,2024-12-23 15:39:31.969 +0800,2024-12-23 15:41:11.800 +0800,2024-12-23 15:51:20.296 +0800,2024-12-23 16:20:33.476 +0800
2291981,20,8.48,5.37,1,2024-12-23 16:41:41.437 +0800,2024-12-23 16:37:31.912 +0800,2024-12-23 16:41:44.559 +0800,2024-12-23 16:54:17.891 +0800
2291982,20,11.99,7.54,3,2024-12-23 17:26:05.533 +0800,2024-12-23 15:30:50.621 +0800,2024-12-23 17:26:07.278 +0800,2024-12-23 18:27:15.140 +0800
2291983,30,2.81,1.65,,,,,
2291984,20,3.58,1.29,3,2024-12-23 16:17:06.460 +0800,2024-12-23 16:03:22.580 +0800,2024-12-23 16:17:08.083 +0800,2024-12-23 16:46:34.696 +0800
2291986,20,13.01,6.09,2,2024-12-23 15:31:33.149 +0800,2024-12-23 14:57:50.725 +0800,2024-12-23 15:31:34.582 +0800,2024-12-23 16:40:58.952 +0800
2291987,20,4.47,2.77,3,2024-12-23 16:42:00.295 +0800,2024-12-23 15:28:31.089 +0800,2024-12-23 16:47:06.186 +0800,2024-12-23 17:06:16.225 +0800
2291991,30,6.32,4.86,,,,,
2291992,20,5.28,3.72,3,2024-12-23 17:24:48.975 +0800,2024-12-23 16:28:09.685 +0800,2024-12-23 17:24:50.335 +0800,2024-12-23 18:25:25.248 +0800
2291994,20,4.62,1.33,2,2024-12-23 15:56:00.164 +0800,2024-12-23 15:23:22.285 +0800,2024-12-23 16:16:50.730 +0800,2024-12-23 16:50:16.540 +0800
2291995,20,7.97,5.17,2,2024-12-23 17:03:16.878 +0800,2024-12-23 14:34:37.695 +0800,2024-12-23 17:03:18.513 +0800,2024-12-23 17:43:41.478 +0800
2291999,30,9.05,7.66,,,,,
2292000,30,9.62,6.21,,,,,
2292001,30,11.65,7.17,,,,,
2292002,20,2.08,1.7,3,2024-12-23 15:55:52.770 +0800,2024-12-23 15:10:39.338 +0800,2024-12-23 16:27:23.917 +0800,2024-12-23 17:06:05.510 +0800
2292003,20,0.94,0.36,3,2024-12-23 15:56:21.380 +0800,2024-12-23 14:47:43.022 +0800,2024-12-23 15:56:30.020 +0800,2024-12-23 16:06:03.099 +0800
2292004,20,4.35,3.55,2,2024-12-23 15:58:48.834 +0800,2024-12-23 15:27:02.294 +0800,2024-12-23 16:30:12.510 +0800,2024-12-23 16:57:00.091 +0800
2292005,20,9.36,6.37,3,2024-12-23 19:03:08.840 +0800,2024-12-23 17:48:36.986 +0800,2024-12-23 19:03:10.778 +0800,2024-12-23 19:41:15.983 +0800
2292006,20,7.64,6.89,3,,2024-12-23 16:05:06.226 +0800,2024-12-23 16:50:45.429 +0800,2024-12-23 17:30:58.143 +0800
2292007,30,10.3,7.63,,,2024-12-23 15:16:18.658 +0800,,
2292008,20,5.08,4.0,3,2024-12-23 17:52:12.728 +0800,2024-12-23 15:20:10.056 +0800,2024-12-23 17:52:13.733 +0800,2024-12-23 18:18:32.658 +0800
2292010,20,11.64,6.95,2,2024-12-23 14:47:00.759 +0800,2024-12-23 15:20:12.788 +0800,2024-12-23 16:25:14.809 +0800,2024-12-23 16:54:45.046 +0800
2292011,20,0.3,0.19,2,2024-12-23 16:44:32.867 +0800,2024-12-23 15:38:50.424 +0800,2024-12-23 16:44:40.836 +0800,2024-12-23 16:52:55.195 +0800
2292012,20,10.1,2.87,3,2024-12-24 09:27:16.369 +0800,2024-12-24 08:48:11.811 +0800,2024-12-24 09:27:18.337 +0800,2024-12-24 10:07:29.709 +0800
2292013,20,12.76,7.54,3,2024-12-23 16:49:05.743 +0800,2024-12-23 15:51:16.367 +0800,2024-12-23 16:49:08.829 +0800,2024-12-23 17:39:18.163 +0800
2292014,20,1.02,0.64,3,2024-12-23 18:36:58.472 +0800,2024-12-23 15:09:03.155 +0800,2024-12-23 18:52:16.647 +0800,2024-12-23 18:52:32.179 +0800
2292016,20,7.74,5.48,3,2024-12-23 16:22:54.912 +0800,2024-12-23 15:08:06.969 +0800,2024-12-23 16:22:56.405 +0800,2024-12-23 17:08:01.420 +0800
2292017,20,6.99,5.54,3,2024-12-23 17:09:15.322 +0800,2024-12-23 15:58:15.515 +0800,2024-12-23 17:09:16.428 +0800,2024-12-23 18:11:23.463 +0800
2292019,20,2.86,2.17,2,2024-12-23 16:23:36.788 +0800,2024-12-23 16:00:08.894 +0800,2024-12-23 16:23:38.692 +0800,2024-12-23 16:36:38.870 +0800
2292021,20,0.91,0.39,2,,2024-12-23 15:40:56.174 +0800,2024-12-23 17:43:50.501 +0800,2024-12-23 17:44:09.393 +0800
2292025,20,4.18,1.79,3,2024-12-23 18:08:18.959 +0800,2024-12-23 16:58:12.113 +0800,2024-12-23 18:08:20.080 +0800,2024-12-23 18:21:12.834 +0800
2292027,20,4.67,3.1,2,2024-12-23 15:52:13.541 +0800,2024-12-23 15:51:08.368 +0800,2024-12-23 15:52:14.691 +0800,2024-12-23 16:36:34.231 +0800
2292028,20,6.33,3.46,3,2024-12-23 16:21:38.548 +0800,2024-12-23 15:57:23.999 +0800,2024-12-23 16:21:39.808 +0800,2024-12-23 17:18:09.272 +0800
2292029,20,8.06,5.58,3,2024-12-23 18:19:17.557 +0800,2024-12-23 17:51:11.975 +0800,2024-12-23 18:19:19.962 +0800,2024-12-23 18:48:49.644 +0800
2292030,30,6.56,4.78,,,,,
2292031,30,5.92,3.9,,,,,
2292032,20,4.02,1.71,3,2024-12-23 17:26:20.320 +0800,2024-12-23 15:22:24.910 +0800,2024-12-23 17:26:22.298 +0800,2024-12-23 17:59:47.300 +0800
2292033,20,4.89,3.82,2,2024-12-23 16:19:16.357 +0800,2024-12-23 15:25:56.602 +0800,2024-12-23 16:19:18.722 +0800,2024-12-23 16:34:41.099 +0800
2292036,20,4.35,3.06,3,2024-12-24 12:50:08.093 +0800,2024-12-24 08:12:44.038 +0800,2024-12-24 12:50:10.144 +0800,2024-12-24 13:47:52.170 +0800
2292037,20,5.16,1.6,3,2024-12-23 17:31:28.869 +0800,2024-12-23 15:43:54.542 +0800,2024-12-23 17:31:29.746 +0800,2024-12-23 17:52:42.123 +0800
2292039,20,5.9,1.9,3,2024-12-23 15:16:41.284 +0800,2024-12-23 14:55:01.753 +0800,2024-12-23 16:54:59.613 +0800,2024-12-23 17:14:22.781 +0800
2292040,20,3.38,2.42,2,2024-12-23 18:01:17.905 +0800,2024-12-23 17:31:04.262 +0800,2024-12-23 18:01:18.977 +0800,2024-12-23 18:03:29.374 +0800
2292041,20,6.3,3.94,2,,2024-12-23 15:58:43.207 +0800,2024-12-23 16:26:50.017 +0800,2024-12-23 16:54:16.485 +0800
2292042,30,3.4,2.82,,,,,
2292043,20,5.12,4.12,3,2024-12-23 17:38:35.698 +0800,2024-12-23 15:41:38.309 +0800,2024-12-23 17:38:36.903 +0800,2024-12-23 18:42:39.893 +0800
2292044,20,2.24,1.38,3,2024-12-23 17:18:10.474 +0800,2024-12-23 14:51:27.130 +0800,2024-12-23 17:18:11.635 +0800,2024-12-23 18:00:19.241 +0800
2292045,20,2.12,1.75,2,2024-12-23 16:07:26.671 +0800,2024-12-23 15:17:37.283 +0800,2024-12-23 16:07:28.132 +0800,2024-12-23 16:20:51.576 +0800
2292046,30,8.55,4.35,,,,,
2292047,20,,,,,2024-12-23 15:42:26.335 +0800,,
2292048,20,1.91,0.91,3,2024-12-23 16:53:52.009 +0800,2024-12-23 15:15:52.970 +0800,2024-12-23 16:53:54.855 +0800,2024-12-23 17:03:32.914 +0800
2292049,30,2.06,1.25,,,,,
2292050,20,1.87,0.91,2,2024-12-23 16:35:55.914 +0800,2024-12-23 16:03:47.836 +0800,2024-12-23 16:40:18.268 +0800,2024-12-23 16:56:01.042 +0800
2292051,20,3.33,2.23,2,2024-12-23 16:49:04.679 +0800,2024-12-23 16:47:33.033 +0800,2024-12-23 16:49:07.891 +0800,2024-12-23 16:59:41.596 +0800
2292053,30,6.36,5.19,,,2024-12-23 14:56:31.606 +0800,,
2292054,20,6.04,4.31,3,2024-12-23 16:27:41.258 +0800,2024-12-23 15:47:11.596 +0800,2024-12-23 16:27:42.266 +0800,2024-12-23 18:23:18.907 +0800
2292056,20,5.67,3.94,2,2024-12-23 15:57:49.593 +0800,2024-12-23 14:49:06.993 +0800,2024-12-23 16:27:58.240 +0800,2024-12-23 16:49:10.129 +0800
2292059,20,4.75,4.24,3,2024-12-23 18:14:51.286 +0800,2024-12-23 15:58:46.924 +0800,2024-12-23 18:14:52.545 +0800,2024-12-23 18:55:58.093 +0800
2292060,20,8.94,3.9,3,2024-12-23 17:58:11.206 +0800,2024-12-23 16:49:46.678 +0800,2024-12-23 17:58:26.538 +0800,2024-12-23 19:07:21.752 +0800
2292061,20,4.87,2.74,3,2024-12-23 18:32:22.126 +0800,2024-12-23 16:49:36.448 +0800,2024-12-23 18:32:23.234 +0800,2024-12-23 20:59:27.157 +0800
2292062,20,4.31,3.03,3,2024-12-23 18:14:08.046 +0800,2024-12-23 15:49:32.279 +0800,2024-12-23 18:27:23.451 +0800,2024-12-23 19:20:30.404 +0800
2292063,20,3.9,2.42,2,2024-12-23 16:14:40.363 +0800,2024-12-23 15:55:30.935 +0800,2024-12-23 16:32:44.213 +0800,2024-12-23 16:32:46.054 +0800
2292064,20,4.66,3.3,3,2024-12-23 17:19:13.502 +0800,2024-12-23 16:05:23.183 +0800,2024-12-23 17:19:14.418 +0800,2024-12-23 18:11:52.663 +0800
2292067,20,9.46,2.31,3,2024-12-23 19:37:35.426 +0800,2024-12-23 18:25:26.927 +0800,2024-12-23 19:37:36.618 +0800,2024-12-23 20:08:36.961 +0800
2292068,20,1.74,1.21,1,2024-12-23 16:07:45.880 +0800,2024-12-23 15:13:46.231 +0800,2024-12-23 16:07:47.312 +0800,2024-12-23 16:14:53.224 +0800
2292069,30,5.04,2.51,,,,,
2292070,20,8.75,7.39,3,2024-12-23 16:34:15.577 +0800,2024-12-23 15:22:35.052 +0800,2024-12-23 16:34:16.415 +0800,2024-12-23 17:16:16.442 +0800
2292073,20,7.05,4.52,2,2024-12-23 16:10:39.278 +0800,2024-12-23 15:38:14.046 +0800,2024-12-23 16:11:52.911 +0800,2024-12-23 16:38:50.739 +0800
2292074,30,4.69,3.73,,,,,
2292075,20,3.1,2.14,3,2024-12-23 18:15:57.787 +0800,2024-12-23 16:55:58.137 +0800,2024-12-23 18:15:59.136 +0800,2024-12-23 18:40:08.768 +0800
2292076,30,5.67,3.94,,,,,
2292081,20,7.29,2.27,2,2024-12-23 16:45:18.917 +0800,2024-12-23 15:46:36.471 +0800,2024-12-23 16:45:20.186 +0800,2024-12-23 17:46:10.318 +0800
2292082,20,5.51,2.6,3,2024-12-23 18:49:23.051 +0800,2024-12-23 16:36:12.656 +0800,2024-12-23 18:49:25.265 +0800,2024-12-23 20:12:53.370 +0800
2292083,20,3.69,1.44,3,2024-12-23 17:26:19.948 +0800,2024-12-23 16:37:56.811 +0800,2024-12-23 17:26:22.002 +0800,2024-12-23 17:42:21.914 +0800
2292084,20,3.42,2.81,3,2024-12-23 15:58:38.187 +0800,2024-12-23 16:21:48.041 +0800,2024-12-23 19:02:16.997 +0800,2024-12-23 19:04:11.045 +0800
2292085,20,1.07,0.75,2,2024-12-23 16:16:24.007 +0800,2024-12-23 15:20:25.094 +0800,2024-12-23 16:16:26.271 +0800,2024-12-23 16:23:22.885 +0800
2292086,20,10.26,7.41,2,2024-12-23 15:49:42.113 +0800,2024-12-23 15:41:19.518 +0800,2024-12-23 15:49:43.573 +0800,2024-12-23 16:26:54.073 +0800
2292087,20,2.66,1.18,3,2024-12-23 17:01:16.979 +0800,2024-12-23 15:29:28.333 +0800,2024-12-23 17:01:17.941 +0800,2024-12-23 17:27:38.191 +0800
2292090,20,5.2,2.78,3,2024-12-23 20:33:19.365 +0800,2024-12-23 18:38:09.085 +0800,2024-12-23 20:33:22.654 +0800,2024-12-23 20:58:08.139 +0800
2292092,30,10.36,6.61,,,,,
2292093,20,3.25,2.97,2,2024-12-23 16:36:58.497 +0800,2024-12-23 16:29:49.004 +0800,2024-12-23 16:37:00.615 +0800,2024-12-23 16:54:32.879 +0800
2292094,30,2.62,1.35,,,,,
2292095,20,4.04,2.77,3,2024-12-23 17:14:28.245 +0800,2024-12-23 16:24:58.987 +0800,2024-12-23 17:14:29.696 +0800,2024-12-23 17:28:05.497 +0800
2292096,20,7.81,1.91,3,2024-12-23 16:57:19.041 +0800,2024-12-23 16:57:00.628 +0800,2024-12-23 16:57:20.323 +0800,2024-12-23 17:31:16.327 +0800
2292097,20,2.12,1.57,3,2024-12-23 18:06:46.487 +0800,2024-12-23 16:07:38.991 +0800,2024-12-23 18:06:48.340 +0800,2024-12-23 18:16:29.030 +0800
2292098,20,5.45,3.87,3,,2024-12-23 15:18:17.756 +0800,2024-12-23 15:58:57.407 +0800,2024-12-23 18:13:39.681 +0800
2292099,20,1.34,0.81,2,2024-12-23 15:52:19.635 +0800,2024-12-23 15:29:30.796 +0800,2024-12-23 15:52:21.343 +0800,2024-12-23 16:37:02.187 +0800
2292100,20,1.92,1.42,3,2024-12-23 19:02:16.683 +0800,2024-12-23 16:52:23.530 +0800,2024-12-23 19:08:08.745 +0800,2024-12-23 19:24:49.771 +0800
2292101,20,1.51,1.07,3,2024-12-23 17:20:01.959 +0800,2024-12-23 16:53:39.151 +0800,2024-12-23 18:02:03.101 +0800,2024-12-23 18:02:07.124 +0800
2292103,20,8.85,4.49,2,2024-12-23 16:18:52.365 +0800,2024-12-23 15:28:05.037 +0800,2024-12-23 17:00:40.152 +0800,2024-12-23 17:19:11.969 +0800
2292104,20,6.64,4.89,3,2024-12-23 18:35:30.612 +0800,2024-12-23 16:36:30.368 +0800,2024-12-23 18:35:32.114 +0800,2024-12-23 19:09:57.870 +0800
2292105,20,4.02,3.31,3,2024-12-23 16:51:53.264 +0800,2024-12-23 16:25:31.752 +0800,2024-12-23 17:44:37.248 +0800,2024-12-23 17:51:05.782 +0800
2292106,20,5.08,2.7,3,2024-12-23 17:36:04.601 +0800,2024-12-23 16:26:47.597 +0800,2024-12-23 17:50:09.263 +0800,2024-12-23 18:06:10.020 +0800
2292107,20,5.39,3.46,3,2024-12-23 18:15:44.796 +0800,2024-12-23 18:13:04.527 +0800,2024-12-23 18:36:19.285 +0800,2024-12-23 18:57:21.710 +0800
2292109,20,6.02,2.76,2,2024-12-23 16:24:50.700 +0800,2024-12-23 15:35:06.549 +0800,2024-12-23 16:24:52.209 +0800,2024-12-23 16:41:39.644 +0800
2292110,20,7.22,4.32,3,2024-12-23 16:44:49.368 +0800,2024-12-23 15:44:04.473 +0800,2024-12-23 16:44:50.444 +0800,2024-12-23 19:17:58.554 +0800
2292111,20,1.69,1.24,2,2024-12-23 16:46:56.705 +0800,2024-12-23 16:25:31.464 +0800,2024-12-23 16:46:58.782 +0800,2024-12-23 16:55:40.818 +0800
2292112,30,1.68,1.26,,,,,
2292113,20,4.72,3.68,,,2024-12-23 17:03:23.484 +0800,2024-12-23 19:40:56.974 +0800,
2292114,30,1.89,1.4,,,,,
2292115,20,3.92,2.5,2,2024-12-23 16:00:38.833 +0800,2024-12-23 15:48:53.587 +0800,2024-12-23 16:00:40.307 +0800,2024-12-23 16:40:17.660 +0800
2292116,20,3.85,2.32,1,2024-12-23 17:44:38.129 +0800,2024-12-23 16:31:24.014 +0800,2024-12-23 17:44:41.940 +0800,2024-12-23 18:06:57.124 +0800
2292117,20,3.63,2.43,3,2024-12-23 16:55:38.886 +0800,2024-12-23 16:00:43.807 +0800,2024-12-23 17:18:23.735 +0800,2024-12-23 17:33:04.010 +0800
2292119,20,5.54,3.98,2,2024-12-23 17:31:01.986 +0800,2024-12-23 16:08:14.531 +0800,2024-12-23 17:31:03.607 +0800,2024-12-23 17:56:18.765 +0800
2292120,20,3.94,2.42,2,2024-12-23 15:47:40.399 +0800,2024-12-23 15:18:45.000 +0800,2024-12-23 15:47:43.148 +0800,2024-12-23 16:19:05.524 +0800
2292121,30,13.54,7.34,,,2024-12-23 18:22:49.665 +0800,,
2292122,20,0.44,0.33,2,2024-12-23 16:20:36.118 +0800,2024-12-23 16:02:09.925 +0800,2024-12-23 16:20:37.920 +0800,2024-12-23 16:31:32.151 +0800
2292123,20,2.47,0.93,2,2024-12-23 17:39:13.353 +0800,2024-12-23 16:01:26.438 +0800,2024-12-23 17:39:14.791 +0800,2024-12-23 17:47:12.421 +0800
2292124,20,3.0,1.57,3,2024-12-23 17:30:14.736 +0800,2024-12-23 16:42:33.143 +0800,2024-12-23 17:30:15.959 +0800,2024-12-23 18:00:13.359 +0800
2292126,20,4.17,2.82,2,2024-12-23 15:58:43.791 +0800,2024-12-23 15:52:04.222 +0800,2024-12-23 17:39:56.560 +0800,2024-12-23 17:49:49.447 +0800
2292127,20,7.44,4.55,3,2024-12-23 17:05:28.408 +0800,2024-12-23 15:35:26.274 +0800,2024-12-23 17:05:29.508 +0800,2024-12-23 18:01:47.762 +0800
2292129,20,5.37,1.93,3,2024-12-23 17:40:59.667 +0800,2024-12-23 16:55:12.601 +0800,2024-12-23 17:41:01.173 +0800,2024-12-23 18:22:16.345 +0800
2292130,20,2.8,2.3,3,2024-12-23 15:58:54.326 +0800,2024-12-23 15:30:27.595 +0800,2024-12-23 17:17:55.832 +0800,2024-12-23 17:33:30.273 +0800
2292131,20,1.31,0.82,2,2024-12-23 16:37:40.212 +0800,2024-12-23 16:27:23.065 +0800,2024-12-23 16:37:41.433 +0800,2024-12-23 16:49:16.089 +0800
2292132,20,2.47,1.27,2,2024-12-23 16:43:28.178 +0800,2024-12-23 16:10:35.912 +0800,2024-12-23 16:51:12.170 +0800,2024-12-23 17:28:40.274 +0800
2292133,20,5.56,3.48,2,2024-12-24 08:46:57.987 +0800,2024-12-24 07:29:38.460 +0800,2024-12-24 08:46:58.977 +0800,2024-12-24 09:17:42.611 +0800
2292134,30,1.89,1.4,,,,,
2292135,20,1.95,1.37,3,2024-12-23 15:34:50.563 +0800,2024-12-23 15:33:13.462 +0800,2024-12-23 15:34:51.813 +0800,2024-12-23 17:07:42.990 +0800
2292136,30,3.59,1.52,,,,,
2292137,20,8.66,3.0,3,2024-12-23 17:13:00.476 +0800,2024-12-23 16:53:59.826 +0800,2024-12-23 17:13:03.009 +0800,2024-12-23 19:26:11.015 +0800
2292139,30,3.41,1.41,,,,,
2292140,20,6.79,3.91,3,2024-12-23 18:10:19.130 +0800,2024-12-23 17:31:10.149 +0800,2024-12-23 18:39:35.484 +0800,2024-12-23 19:24:08.915 +0800
2292141,20,3.92,3.11,2,2024-12-23 16:24:16.648 +0800,2024-12-23 16:20:49.266 +0800,2024-12-23 16:24:19.525 +0800,2024-12-23 16:50:45.751 +0800
2292143,20,5.87,4.36,2,2024-12-23 16:17:54.952 +0800,2024-12-23 16:01:52.954 +0800,2024-12-23 16:50:00.666 +0800,2024-12-23 16:57:24.225 +0800
